name,name_norm,country,lei,wikidata_qid,alias1,alias2,alias3,alias4,alias5,address,city,postal_code,source
Kimmik Master Fund S a r l SICAV-RAIF,kimmik master fund s a r l sicav-raif,LU,984500A86CB08A996995,,,,,,,Rue Jean Piret 3,Luxembourg,2350,GLEIF
Flow Holding GmbH,flow holding,DE,9845008E06A638CB1C34,,,,,,,Tengstraße 26,München,80798,GLEIF
THE SOUTHALL TRUST,the southall trust,GB,213800NCB75WEP7GGA25,,,,,,,SCHOOL HOUSE MYTHOLM BANK,HEBDEN BRIDGE,HX7 6DL,GLEIF
Applied Finance IVS International Large ETF,applied finance ivs international large etf,US,254900KCYPR0F0YZ6Q47,,,,,,,"C/O CAPITOL SERVICES, INC. 108 LAKELAND AVE.",DOVER,19901,GLEIF
Holdings SR,holdings sr,GB,254900K0R5YKD8676H43,,,,,,,C/O Rsm UK 5th Floor Central Square 29 Wellington Street,Leeds,LS1 4DL,GLEIF
NEXUS OFFICE SUPPLIES PTY LTD,nexus office supplies pty,AU,984500BKE0F088B98B35,,,,,,,53 CRESTVIEW AVENUE,KELLYVILLE,2155,GLEIF
PREMISHA UDYOG,premisha udyog,IN,984500E7B875B140FY42,,,,,,,"GROUND FLOOR, 38 KM STONE Sector 71, Khandsa Marg, Begampur Industrial Area",Gurugram,122004,GLEIF
Ximeco,ximeco,BE,98450005QA7U8CE6AD70,,,,,,,Burrekesveld 13,Westerlo,2260,GLEIF
AND SO ON,and so on,FR,969500BPPE9QFTGTFN73,,,,,,,8 CHEMIN DE LA FONTAINE,DENEE,49190,GLEIF
Monika Wannholm AB,monika wannholm,SE,9845003BFCR98BE65925,,,,,,,Kvarnängsvägen 17,ENEBYBERG,182 47,GLEIF
MB Aloha B V,mb aloha b v,NL,7245001OQEMN2206QZ77,,,,,,,Bevelandselaan 21,Amstelveen,1181JL,GLEIF
HWY 16A APARTMENTS LLC,hwy 16a apartments,US,254900WXWBIVLIC64992,,,,,,,"C/O NATIONAL REGISTERED AGENTS, INC. 1209 ORANGE STREET",WILMINGTON,19801,GLEIF
BPCE EQUIPMENT SOLUTIONS SAS,bpce equipment solutions,FR,969500CXVQFLO0VYN633,,,,,,,7 PRO GERMAINE SABLON,PARIS 13,75013,GLEIF
S J PHILLIPS & SONS KEMBLE LIMITED,s j phillips & sons kemble,GB,213800NNTBBMQOTIZY43,,,,,,,KILKENNY FARM BIBURY,CIRENCESTER,GL7 5PD,GLEIF
DINESH GOYAL,dinesh goyal,IN,984500B3B076F3L2DB88,,,,,,,"26, INDUSTRIAL AREA, PHAGWARA",Kapurthala,144401,GLEIF
JOLLY FOODS OXON LIMITED,jolly foods oxon,GB,6488EQH4R3Z16045OV86,,,,,,,Unit 11 Ventura Park Broadshires Way,Carterton,OX18 1AD,GLEIF
PVS INDUSTRY IT SOLUTION & SERVICES INDIA PRIVATE LIMITED,pvs industry it solution & services india private,IN,984500010RES4EC69817,,,,,,,"FLAT NO. 6033, III FLOOR, TOWER 6 TVH OURANYABAY OMR RAJIV GANDHI ROAD KAZHIPATTUR VILLA, GE, PADUR",CHENNAI,603103,GLEIF
MANOKRIPA SOLAR ENERGY LLP,manokripa solar energy llp,IN,335800UVO2C7PAKHKC95,,,,,,,KHASRA NO 48 VP SEEKRI BUJURAG SIKRI BUZURG BIJNOR DHAMPUR UTTAR PRADESH INDIA,BIJNOR,246733,GLEIF
ZEROMANIA - SOCIETA A RESPONSABILITA LIMITATA,zeromania - societa a responsabilita limitata,IT,8156006BE26CC8065106,,,,,,,"VIA DELLA CAMILLUCCIA, 589",ROMA,00135,GLEIF
GOWONNO INVESTMENTS LIMITED,gowonno investments,JE,213800HA7Z8WAYYW2X94,,,,,,,"1ST FLOOR, LIBERATION HOUSE CASTLE STREET",ST HELIER,JE1 1GL,GLEIF
AMD AEROSPACE LLP,amd aerospace llp,IN,6488QB0W71A2072URE82,,,,,,,"Plot No. 514 and 515 1, Road No. 13, Kathwada GIDC Daskroi, Gujarat",Ahmedabad,382430,GLEIF
KUMAR NEELAKANTANACHARY,kumar neelakantanachary,IN,6488XPX50YL7JE304761,,,,,,,"KP XIII/1309, MANJU GOLD GALLERY, ALTHARAMOODU KADAKKAL, Kerala",Kollam,691536,GLEIF
G&I X CORALWOOD CENTER LLC,g&i x coralwood center,US,25490067417FKCG3DR15,,,,,,,c/o CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,19808,GLEIF
SIDDHIVINAYAK BAHUUDYASHIY SANTHA KANDGAON,siddhivinayak bahuudyashiy santha kandgaon,IN,984500YA50EE9A6I0A71,,,,,,,"A/P-KANDGAON, KARVIR",KOLHAPUR,416001,GLEIF
KIH GmbH,kih,DE,529900BET3995J81IY17,,,,,,,Mittelstraße 5/5a,Schönefeld,12529,GLEIF
AMROOMAL GOPALDAS,amroomal gopaldas,IN,984500AEB8AB7AQ9E763,,,,,,,"19/2, murai mohalla, juni",INDORE,452002,GLEIF
RAJNEESH JAIN HUF,rajneesh jain huf,IN,984500D4FDF53F866716,,,,,,,"Basement, 27/2/1, W.H.S. Kirti Nagar, Basai Darapur",New Delhi,110015,GLEIF
SIKKIM ORGANIC,sikkim organic,IN,894500AGB9O458XVNU04,,,,,,,"Khasra No.392,393, SUMBUK BLOCK, MANPUR",Manpur,737132,GLEIF
Inter Nos B V,inter nos b v,NL,724500UUJG6H4Y3W7L64,,,,,,,Satellietbaan 22D,Hillegom,2181MJ,GLEIF
AAP Holding GmbH,aap holding,DE,529900C8W0666KN0SI76,,,,,,,Schiessstraße 35,Düsseldorf,40549,GLEIF
W J J Stienen Holding B V,w j j stienen holding b v,NL,724500JF59GP6XM4FF70,,,,,,,Laan ten Roode 45,Someren,5711GA,GLEIF
Boffano OU,boffano ou,EE,9845004C72C600F7E191,,,,,,,Käärametsa tee 5 Laiaküla,Viimsi,74008,GLEIF
SANILKUMAR BHASKARAN,sanilkumar bhaskaran,IN,648836X4NDQ7O23JQ806,,,,,,,"61, KARTHIKA, KALPAKA NAGAR PETTAH, Kerala",Thiruvananthapuram,695024,GLEIF
ARMANT INVEST LIMITED,armant invest,CY,3157007NF66QM0X11F22,,,,,,,"Lordou Vyronos 61-63, Lumiel Bldg., 3rd Floor, office 302",Larnaca,6023,GLEIF
A K FASHION,a k fashion,IN,6488WOP8C1R0249YF198,,,,,,,"GROUND FLOOR, 243, RAJESHWARI SOCIETY-2 B/H, LAXMANNAGAR, PUNAGAM, Gujarat",Surat,395010,GLEIF
Enio Beheer B V,enio beheer b v,NL,7245008B0W6DVBP7YB33,,,,,,,Goorweg 8,Klarenbeek,7382AP,GLEIF
KDN INFRATECH PRIVATE LIMITED,kdn infratech private,IN,984500FUT459YEG67B96,,,,,,,"PLOT NO-51, GALI NO-4C, BLOCK-E NEAR ST.THOMAS SCHOOL GOELA VIHAR NAJAFGARH",NEW DELHI,110071,GLEIF
ARCHANA NANDEESH KHARANGATE,archana nandeesh kharangate,IN,648850ZPDMEH74Y65718,,,,,,,"12, 4 5, CONFORTN ZONE, BANER BALEWADI ROAD BANER, Maharashtra",Pune,411045,GLEIF
LES AMARENS,les amarens,FR,969500R96WNUIZXRGT52,,,,,,,415 CHEMIN DES VIGNES,ENTRECHAUX,84340,GLEIF
ORBITELOQUENTE - LDA,orbiteloquente - lda,PT,984500874F2D8056A187,,,,,,,"Praça Duque de Saldanha, Edifício Atrium Saldanha, nº 1, 9 C",LISBOA,1050-094,GLEIF
SHUBHKAMNA REALTECH LLP,shubhkamna realtech llp,IN,6488UU99D2P0RX780K22,,,,,,,"D-5, Industrial Estate Chandpur Uttar Pradesh",Varanasi,221106,GLEIF
OZ QUANT TRADING PTY LTD,oz quant trading pty,AU,9845005U5A4042C41D29,,,,,,,16 SHORELINE DRIVE,RHODES,2138,GLEIF
SHIV BUILDCON,shiv buildcon,IN,8945008NN71O12CKUI88,,,,,,,"Block 1016, Aayansh Aura",Adalaj Road,382421,GLEIF
CAROFEDE S R L,carofede s r l,IT,815600F2DC7E15B57B60,,,,,,,"VIA DANTE, 26",BOLOGNA,40125,GLEIF
QUIBUS RESOURCES INDIA PRIVATE LIMITED,quibus resources india private,IN,8945009SAK0CK5GPL647,,,,,,,"DP-110, F-19, SECOND PHASE INDUSTRIAL ESTATE AMBATTUR",CHENNAI,600058,GLEIF
Fid FDI 324 LLC,fid fdi 324,US,254900HU0L943FMGUK18,,,,,,,C/O The Corporation Trust Company Corporation Trust Center 1209 Orange Street,Wilmington,19801,GLEIF
PADAMATI NARENDAR REDDY,padamati narendar reddy,IN,98450097A4E868A64D13,,,,,,,"1-4, SYNGAPPAGUDA, NYALATA, CHEVELLA, Rangareddy",Hyderabad,501503,GLEIF
PANCHWATI HOLIDAY RESORTS LTD,panchwati holiday resorts,IN,9845002B0F3F88C87278,,,,,,,"LAKE LAND COUNTRY CLUB, BANKRA MUNSHIDANGA KONA EXPRESSWAY, P.O. BANKRA, P.S. DOMJUR",HOWRAH,711403,GLEIF
PT LIVZON PHARMA INDONESIA,pt livzon pharma indonesia,ID,254900WELZ8JDOUJGR50,,,,,,,Gedung Kalbe Lt.1 Jl Letjen Suprapto Kav 4 Cempaka Putih,Jakarta Pusat,10510,GLEIF
ILUSTRES ILUSTRADOS SL,ilustres ilustrados sl,ES,959800YQ0RSX2JMBAF15,,,,,,,CALLE ALMARZA 46,Madrid,28033,GLEIF
WELCOME ENTREPRENEURS NOUVELLE AQUITAINE,welcome entrepreneurs nouvelle aquitaine,FR,969500CE3RHNIV7RXI64,,,,,,,8 RUE DES TRENTE-SIX PONTS CS 64210,TOULOUSE,31400,GLEIF
THE RAVI FOUNDATION,the ravi foundation,IN,9845005EG7D051B50985,,,,,,,"No.40, Chokkanathar Street",Erode,638001,GLEIF
NVM TEXTILES PRIVATE LIMITED,nvm textiles private,IN,894500A383ZUVTW51M53,,,,,,,"40 INDER ENCLAVE ROHTAK ROAD, North West",DELHI,110087,GLEIF
Climate Tracker Initiative AB,climate tracker initiative,SE,6488F7GGXY16997SU994,,,,,,,Grubbenstorget 2,Stockholm,112 69,GLEIF
SUBHASH KUMAR JAIN,subhash kumar jain,IN,984500B0A6EC4E824588,,,,,,,"2/42,SY NO-17, KONDAPUR, RANGAREDDY",HYDERABAD,500049,GLEIF
CELESTIAL INFRA AND HOSPITALITY PRIVATE LIMITED,celestial infra and hospitality private,IN,6488TG11UH7GG86R5234,,,,,,,"MIG-3/A, 5th Floor, H. No. 7-1-397/119 Hotel New Sree Krishna Residency, S.R. Nagar, Telangana",Hyderabad,500038,GLEIF
OU Sherlock Homes,ou sherlock homes,EE,984500Z92F6Q4C645866,,,,,,,Retke tee 26-25 Mustamäe,Tallinn,13419,GLEIF
SENCILLO BUSINESS SOLUTIONS LTD,sencillo business solutions,GB,64889PQ2DMF586T01J28,,,,,,,113 Munkenbeck Building 5 Hermitage Street,London,W2 1PW,GLEIF
KATASANI NARASIMHA REDDY CONSTRUCTIONS,katasani narasimha reddy constructions,IN,98450085O5058DDE5E96,,,,,,,"77/1-7-2-a, m s Lakshmi Nagar Behind Chennamma Circle, Kalluru",Kurnool,518003,GLEIF
Wiegand Healthcare Consulting GmbH,wiegand healthcare consulting,DE,391200WWJJQR21SESJ66,,,,,,,Wiesstraße 13,Ismaning,85737,GLEIF
Hirsch - Vermogensverwaltungs KG,hirsch - vermogensverwaltungs kg,DE,3912004BCCI4YJRLSM54,,,,,,,Im Hurnäussle 11,Lenningen,73252,GLEIF
MANEET KAUR MALHOTRA,maneet kaur malhotra,IN,648857I02KS09J1SZR98,,,,,,,"R-74 TO R-75, PHASE-V, OPPOSITE CHAMBER OF INDUSTRIAL AND COMMERCIAL UNDERTAKING Focal Point, Punjab",Ludhiana,141010,GLEIF
NEVRIBAT,nevribat,FR,969500LSBBBNUC6YNK26,,,,,,,155 RUE GEORGES CLEMENCEAU,VENANSAULT,85190,GLEIF
R E HANSEN INDUSTRIES INC,r e hansen industries,US,8945009T7TAYE1FZII28,,,,,,,500 MIDDLE COUNTRY RD,Saint James,11780,GLEIF
LUSSO TERRA INFRA PRIVATE LIMITED,lusso terra infra private,IN,6488U1696TXP1G5Y1Y83,,,,,,,"No. 3 Ganapathy Colony, 3rd, Lane, Off. Cenotaph Road Teynampet, Tamil Nadu",Chennai,600018,GLEIF
IPSAA LEARNING PRIVATE LIMITED,ipsaa learning private,IN,335800UYR2FC9VJ7RV48,,,,,,,"PLOT NO. 21A, J BLOCK SECTOR-51 MAYFIELD GARDEN",GURGAON,122018,GLEIF
BITUMAX CONSTRUCTION & TRADING,bitumax construction & trading,IN,984500B5DA740137OD84,,,,,,,"KHASRA NO.-14, BARI, SMAILPUR",SAMBA,181133,GLEIF
HQA AB,hqa,SE,984500A6D713EAE8FT74,,,,,,,Prästgårdsgatan 29,MÖLNDAL,431 44,GLEIF
MOBILSCAFF DI MARIOLI MAURIZIO E C S N C,mobilscaff di marioli maurizio e c s n c,IT,815600B5786FB7226F78,,,,,,,"VIA BRIANZA, 39",MONTORFANO,22030,GLEIF
The Third Generation Trust,the third generation trust,JE,254900ZKRUDV01G4O777,,,,,,,35-37 New Street,St. Helier,JE2 3RA,GLEIF
ROCES TRANS spol s r o,roces trans spol s r o,CZ,315700MV7TN3JYB49914,,,,,,,Řepná 509/36,Plzeň,321 00,GLEIF
NVK AUTOTECH INDIA,nvk autotech india,IN,894500883CL4JY0RRE58,,,,,,,PLOT NO.306 SECTOR - 24,FARIDABAD,121005,GLEIF
AMBARA,ambara,IN,6488V5MFBCV3X8738222,,,,,,,"4th Floor, No. 50/1, MOUNTAIN STREET, JAYANAGAR EAST 1ST BLOCK Karnataka",Bengaluru,560011,GLEIF
NATIONAL INSTITUTE OF OCEAN TECHNOLOGY,national institute of ocean technology,IN,335800JG1ALDSQXA7F24,,,,,,,"NIOT CAMPUS, VELACHERY-TAMBARAM MAIN ROAD, PALLIKARANAI",CHENNAI,600100,GLEIF
G IMMOBILIARE S AS DI POPOLO LEONARDO & C,g immobiliare s di popolo leonardo & c,IT,815600BEB9CA66B77C03,,,,,,,"VIA GIUSEPPE PARINI, 1",FOGGIA,71122,GLEIF
GUIOMAR UNO S L,guiomar uno s l,ES,959800AGKCCEQ5900H40,,,,,,,Villavieja 23 BAJO,"Grove, O",36980,GLEIF
GREENERGY BIJAPUR WIND ENTERPRISE PRIVATE LIMITED,greenergy bijapur wind enterprise private,IN,6488DP4J50T3Z45MQ672,,,,,,,"No. 324, Golden Point 4, 1st Floor, Off Queens Road Cross Vasanth Nagar, Karnataka",Bangalore,560051,GLEIF
Holding XuHong B V,holding xuhong b v,NL,7245007BPYJ9N3JWRS58,,,,,,,Rijksweg Noord 14,Swalmen,6071KW,GLEIF
RADHAKRISHNA JEWELLERS,radhakrishna jewellers,IN,6488Y63TOZE29L53K372,,,,,,,LAXMI BAZAR Odisha,Angul,759122,GLEIF
Rahul Industires,rahul industires,IN,6488L31W2QUDXG227254,,,,,,,"Ward No. 17, Seoni Pranmoti Road MADHYA PRADESH",Chhindwara,480002,GLEIF
ACCEL,accel,FR,96950051EPF573OC1V32,,,,,,,44 RUE DU PLATEAU PARC D'ACTIVITE LA NEUVE,VIRIAT,01440,GLEIF
B-BISNESS,b-bisness,FR,969500C33YEH1MX9ZS18,,,,,,,9 RUE MAURICE RAVEL,LA CHARTRE-SUR-LE-LOIR,72340,GLEIF
BIJAY KUMAR DHANUKA,bijay kumar dhanuka,IN,6488V3VO5XD31W105S37,,,,,,,"AT - GARHANI, Bihar",Bhojpur,802203,GLEIF
CALLAIR,callair,FR,98450052F36D8EOEEB80,,,,,,,6 RUE D'ARMAILLE,PARIS,75017,GLEIF
YASH MARKETING,yash marketing,IN,335800B9EMI53AH9V984,,,,,,,"NOVELTY WAREHOUSE COMPLEX, NEAR GOLDEN WOODS UTSAV NALAPARA",GUWAHATI,781129,GLEIF
MARTINO HANDEL AS,martino handel,NO,63670020D4WJAHELQ948,,,,,,,Jernbanegata 9A,Årnes,2150,GLEIF
BOMEN SF FINCO PTY LTD,bomen sf finco pty,AU,254900GL1DRGPFK2SR95,,,,,,,LEVEL 8 210 GEORGE STREET,SYDNEY,2000,GLEIF
AMITRAA HOTELS AND RESTAURANTS PRIVATE LIMITED,amitraa hotels and restaurants private,IN,9845004715LDUD3DS550,,,,,,,"234, V.M. STREET, MYLAPORE",CHENNAI,600004,GLEIF
NUMECENT LIMITED,numecent,GB,8945006Q7AEF4GJ0QY68,,,,,,,41 Devonshire Street,London,W1G 7AJ,GLEIF
SWASTIK HOSTELS PRIVATE LIMITED,swastik hostels private,IN,335800GHY2LPZD4QJ977,,,,,,,PLOT NO. 7 MIRE LAYOUT,NAGPUR,440009,GLEIF
MIRADA CLUB LLC,mirada club,US,254900BEYU9V3UWKRX15,,,,,,,C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD SUITE 201,DOVER,19904,GLEIF
EKOSCANEO SAS,ekoscaneo,FR,969500WOM46R0S3RSF74,,,,,,,3 RUE DESIRE GILLOT,SAINT-REMY,71100,GLEIF
Paloma C V,paloma c v,NL,724500B938JFL87EM530,,,,,,,Wilhelminapark 27,Haarlem,2012KC,GLEIF
&,&,GR,9845009XD5AV1ACDND64,,,,,,,Κανάρη 37 Μεσσηνία,Καλαμάτα,241 00,GLEIF
GRP 4320 BRADENTON LLC,grp 4320 bradenton,US,254900LMABIQ8BGPGT21,,,,,,,"C/O BERG, DAVID 2937 SW 27TH AVENUE SUITE 206",MIAMI,33133,GLEIF
BRIGHTMINDS TECHNOLOGIES LTD,brightminds technologies,CY,984500CBD45AE3DCE771,,,,,,,"Σπύρου Κυπριανού, 68, Γερμασόγεια",Λεμεσός,4042,GLEIF
The Trustee for Global Capital Property Trust 218,the trustee for global capital property trust 218,AU,984500637B645975D061,,,,,,,11 CRAIG AVE,VAUCLUSE,2030,GLEIF
SARL HOLDING SAINT PIERRE,holding saint pierre,FR,894500A1DLEN81XL6Y53,,,,,,,256 Les Mandarines,La Croix Valmer,83420,GLEIF
Altmeyer Management Company LLC,altmeyer management,US,25490026CHM0T8O1U307,,,,,,,1400 Eoff Street,Wheeling,26003,GLEIF
THE WHIMSICAL PIG LIMITED PARTNERSHIP,the whimsical pig partnership,US,254900V2R4HCM2ZA8D18,,,,,,,C/O BRADY M PETERSON 717 W SPRAGUE AVE STE 1600,SPOKANE,99201,GLEIF
Applied Finance IVS SMID ETF,applied finance ivs smid etf,US,2549009OR75TZWROI517,,,,,,,"C/O CAPITOL SERVICES, INC. 108 LAKELAND AVE.",DOVER,19901,GLEIF
SHREE RUDRAKSHA CORPORATION,shree rudraksha,IN,335800WIQRZFBF8PNB67,,,,,,,"5TH FLOOR, B-503 TO 506 APEX COMMERCIAL CENTRE OPP. DHANA MILL COMPOUND VARACHHA ROAD",SURAT,395006,GLEIF
Beleggingsfonds Anthos Mixed,beleggingsfonds anthos mixed,NL,2549006R3S2OA4FG7D39,,,,,,,Jachthavenweg 111 Postbus 7870,Amsterdam,1008 AB,GLEIF
SREE GOKULAM MOVIES,sree gokulam movies,IN,335800S58NJBV5H7T420,,,,,,,"66, ARCOT ROAD, KODAMBAKKAM,",CHENNAI,600024,GLEIF
Climbing Elephant B V,climbing elephant b v,NL,724500OU9VWO5AVJ2644,,,,,,,Gerrit Achterberglaan 6,De Meern,3454VT,GLEIF
Arthur Lervad Holding ApS,arthur lervad holding aps,DK,636700ONTDLL8SG8B442,,,,,,,c/o Assure A/S Philip Heymans Alle 29 2.,Hellerup,2900,GLEIF
OWEN REED LIMITED,owen reed,GB,213800SXPZD6T7CVBI08,,,,,,,REDGATE FARMHOUSE REDGATE LANE WHERSTEAD,SUFFOLK,IP9 2AD,GLEIF
F GARGON SL,f gargon sl,ES,959800R6XER4VJSQWJ74,,,,,,,Paseo Marítimo Rey de España 41 3º C,Fuengirola,29640,GLEIF
GIFT ONE LLP,gift one llp,IN,98450099A6F7E2D6B952,,,,,,,"Office No. 115 1st Floor, Vijay Shopping Center, Sector 11",Gandhinagar,382010,GLEIF
STERLING DIGITAL PLC,sterling digital,GB,213800NUOIAW9URXWT91,,,,,,,90 JERMYN STREET,LONDON,SW1Y 6JD,GLEIF
CHAMBRE DE METIERS ET DE L ARTISANAT DE REGION NORMANDIE,chambre de metiers et de l artisanat de region normandie,FR,969500F2OCONVIZJGV78,,,,,,,2 RUE CLAUDE BLOCH 3EME ETAGE,CAEN,14000,GLEIF
RIDDHI METALS,riddhi metals,IN,984500F60789B3788E69,,,,,,,"B-102, 1st FLOOR, MANGAL MURTI PLAZA 10TH KHETWADI LANE",MUMBAI,400004,GLEIF
METLIFE GLOBAL OPERATIONS SUPPORT CENTER PRIVATE LIMITED EMPLOYEE GRATUITY TRUST,metlife global operations support center private employee gratuity trust,IN,984500F0D0BEFAA86191,,,,,,,"Maple, Paharpur Business Center, 21 Nehru Place",Delhi,110019,GLEIF
VANECK CASH PLUS ACTIVE ETF,vaneck cash plus active etf,AU,213800AC9QRM96R42H15,,,,,,,"C/O VANECK INVESTMENTS LIMITED LEVEL 47, SUITE 2 25 MARTIN PLACE",SYDNEY,2000,GLEIF
BHARAT TRADING,bharat trading,IN,335800T1G4EDWH438T37,,,,,,,"AT BEDI , SHOP NO 130 MORBI ROAD SVP MARKETING YARD",RAJKOT,360003,GLEIF
M S REGENESIS HEALTH CARE,m s regenesis health care,IN,894500929S7LOAP40A55,,,,,,,"1ST FLOOR, PLOT NO. 299A, MLA COLONY, ROAD NO. 12, OPP. UNICEF OFFICE, BANJARA HILLS,",HYDERABAD,500034,GLEIF
THE OLIVER WHITE TRUST,the oliver white trust,GB,2138005NA87IZOCZYV80,,,,,,,10 WIGTON PARK CLOSE,LEEDS,LS17 8UH,GLEIF
Schweineerzeuger Nord-West eG,schweineerzeuger nord-west eg,DE,8945009775S63P98Y211,,,,,,,Am Dorn 10,Senden,48308,GLEIF
UNITA DI MISURA S R L,unita di misura s r l,IT,815600D6F3B92C6B3910,,,,,,,"VIA MONTEBELLO, 30",MILANO,20121,GLEIF
VARSHA REALTY,varsha realty,IN,335800A2OOVSBW839Y14,,,,,,,2ND FLOOR MILLENIUM PLAZA BANSTAL ROAD G.E ROAD,RAIPUR,492001,GLEIF
NIRANJAN SHEKHAR TAMHANE,niranjan shekhar tamhane,IN,64880QZ3N5C20W0L1S63,,,,,,,"2nd, 225 224 206, Jai Commercial Complex, Eastern Express Highway Opp Cadbury Factory, Khopat, Maharashtra",Thane,400601,GLEIF
SCCV MONTAIGNE,sccv montaigne,FR,969500GVHM2PQWYSI190,,,,,,,20 RUE DE NOVITAL,GAGNAC-SUR-GARONNE,31150,GLEIF
MIRACLE FAITH CENTER INC,miracle faith center,US,25490022UUZTQBZL7352,,,,,,,"C/O HARFOUCHE, CHRISTIAN, Dr. 421 N PALAFOX",PENSACOLA,32501,GLEIF
SUN TIME,sun time,FR,9695003OWU3FFZ1JEX10,,,,,,,110 RUE SAINT-VINCENT CS 20010,FONTENAY-SOUS-BOIS,94120,GLEIF
DEUX SIX SEPT,deux six sept,FR,9695009B41EOJ9FDL460,,,,,,,12 RUE GODOT DE MAUROY,PARIS,75009,GLEIF
317366003,317366003,JP,353800B3WJYO9H8GJE09,,,,,,,晴海1丁目8番12号,東京都 中央区,104-6228,GLEIF
SRI PRANAVI CONSTRUCTION,sri pranavi construction,IN,9845003CA5BCWCCB8474,,,,,,,"H.NO.2-5-269, NUVULABANDA, JAIPURI COLONUY NAGOLE, UPPAL, MEDCHAL MALKAJGIRI",HYDERABAD,500068,GLEIF
EVEY TRANS PDY PRIVATE LIMITED,evey trans pdy private,IN,335800PBC1A7T22QAG72,,,,,,,"UNIT NO. 22, (T.I.E)TECHNOCRAT INDUSTRIAL EST, HYDERABAD, RANGAREDDY, TELANGANA, INDIA,",HYDERABAD,500037,GLEIF
CTRmotion OU,ctrmotion ou,EE,98450094E44A1A141274,,,,,,,Sepapaja tn 6 Lasnamäe,Tallinn,15551,GLEIF
G&I X CORALWOOD CENTER JV LLC,g&i x coralwood center jv,US,254900QSN65OO8PEBB37,,,,,,,C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,19808,GLEIF
NCBT HOLDINGS UNIT TRUST,ncbt holdings unit trust,JE,213800LCK9DF683XBR95,,,,,,,"C/O STAR JERSEY LIMITED PO BOX 83, ORDNANCE HOUSE 31 PIER ROAD",ST. HELIER,JE4 8PW,GLEIF
GURGAON ONE REALTY PRIVATE LIMITED,gurgaon one realty private,IN,894500944ASTC2NNUY84,,,,,,,"PLOT NO 21B, J BLOCK, SECTOR 51 MAYFIELD GARDEN",Gurgaon,122018,GLEIF
COMETEX THREADS FREE ZONE,cometex threads free zone,EG,8945008T179JDEWCQY38,,,,,,,EL AMREYA GENERAL FREE ZONE ALEXANDRIA,ALEXANDRIA,21500,GLEIF
GMC FARMS LTD,gmc farms,US,984500A399S6D95C6D02,,,,,,,2174 140TH ST,LARCHWOOD,51241,GLEIF
465266753,465266753,JP,353800ONX1BVGB3OJA30,,,,,,,晴海1丁目8番12号,東京都 中央区,104-6228,GLEIF
PB Donuts LLC,pb donuts,US,254900A5B5YOH0JPYJ24,,,,,,,"C/O CAFUA CONSULTING COMPANY, LLC 4100 N POWERLINE RD M 1",POMPANO BEACH,33073,GLEIF
VANEY CAPITAL TRADING LTD,vaney capital trading,GB,6488LD4SE96V3K712O15,,,,,,,46 Hamilton Road,Reading,RG1 5RD,GLEIF
Familie Sippl GbR,familie sippl gbr,DE,8945008VNFLL83IAVE20,,,,,,,Wilhelmstr. 35,Ettlingen,76275,GLEIF
Skin Upgrade B V,skin upgrade b v,NL,724500O5O3981GTZWH58,,,,,,,Jan van Scorelstraat 51,Utrecht,3583CK,GLEIF
INVICTUS POLYPLAST PRIVATE LIMITED,invictus polyplast private,IN,648872L05RO3ET4ME380,,,,,,,"SAGAR HOUSE, OPP. INDIAN, RED CROSS SOCIETY Vadaj, Gujarat",Ahmedabad,380013,GLEIF
R R CONSTRUCTIONS,r r constructions,IN,335800KRYYNZ7G6FMF16,,,,,,,"NEAR EKTA MARKETING, M/S R R CONSTRUCTION, C/O,MANJU ARVIND VISHNOI, CHAMORSHI ROAD,",GADCHIROLI,442605,GLEIF
THAMIRABARANI & CO,thamirabarani &,IN,335800V7QLCXZUTF5285,,,,,,,2/1 SUNDAKKA MUTHUR ROAD,COIMBATORE,641001,GLEIF
,,IL,9845002E5FAA5CE80G59,,,,,,,השיקמה 5,נהריה,2242327,GLEIF
BARSANA INDUSTRIES,barsana industries,IN,6488236EGLA32LB37O11,,,,,,,"C 11, B.S. ROAD, INDL. AREA, Uttar Pradesh",GHAZIABAD,201001,GLEIF
NAR SINGH HOSIERY MILLS,nar singh hosiery mills,IN,6488Y3AGN8ADY7219449,,,,,,,"GURU NANAK DEV NAGAR, STREET NO. 7, BASTI JODHEWAL Punjab",Ludhiana,141007,GLEIF
KAIUS CONSULTING PRIVATE LIMITED,kaius consulting private,IN,8945006ET3RLVU3YBU94,,,,,,,"UNIT 324-327, SUNCITY SUCCESS TOWER, SECTOR-65",GURGAON,122101,GLEIF
Value Partners RMB Money Market ETF,value partners rmb money market etf,HK,254900UATVE7Y8PUEO88,,,,,,,"43/F, The Center 99 Queen's Rd Central",Hong Kong,999077,GLEIF
STRATFORD ROCKBRIDGE ROSEMARY LLC,stratford rockbridge rosemary,US,2549009IFUC9N11QT944,,,,,,,C/O FILEJET INC. 144 KINGS HIGHWAY SOUTHWEST SUITE 304,DOVER,19901,GLEIF
LAMAL PARTNERS LIMITED,lamal partners,GB,984500AGKB7VC4CB3716,,,,,,,Coveham House Downside Bridge Road,Cobham,KT11 3EP,GLEIF
