name,name_norm,country,lei,wikidata_qid,alias1,alias2,alias3,alias4,alias5,address,city,postal_code,source
AP PHOENIX HOLDCO II DESIGNATED ACTIVITY COMPANY,ap phoenix holdco ii designated activity,IE,635400JZRZDGEBFOPC16,,,,,,,"5th Floor The Exchange George's Dock IFSC, Dublin 1",Dublin,D01 W3P9,GLEIF
CONSTRO SYSTEMS & ENGINEERS PRIVATE LIMITED,constro systems & engineers private,IN,6488CC2W1G72AQ9K9581,,,,,,,"A 1&2, Shiv Bhole Laghu Udhyog, L.B.S Marg Opp.Hindustan Construction Company Vikr, Oli (West), Maharashtra",Mumbai,400083,GLEIF
WELLINGTON CA DEBT ORIGINATION SPV 2 LLC,wellington ca debt origination spv 2,US,984500092FAA70501A22,,,,,,,251 Little Falls Drive,Wilmington,19808,GLEIF
TATA INTERNATIONAL LTD GRATUITY FUND,tata international gratuity fund,IN,335800CGCC2F73CIWN29,,,,,,,"VIOS TOWER, 24TH FLOOR, NEW CUFFE PARADE SEWRI-CHEMBUR LINK ROAD, WADALA OFF EASTERN FREEWAY OPP. IMAX DOME",MUMBAI,400037,GLEIF
LATA INFRA MANUFACTURING PRIVATE LIMITED,lata infra manufacturing private,IN,335800HYFMH9934DZK36,,,,,,,"LATA COLD STORAGE PRIVATE LIMITED G.T. ROAD, CHHIBRAMAU",KANNAUJ,209721,GLEIF
Inversum Equilibrium OU,inversum equilibrium ou,EE,8945006JQHC6B8O39M02,,,,,,,Padriku tee 1/3,Tallinn,11912,GLEIF
AFM S R L,afm s r l,IT,8945008K98YRZH38GA13,,,,,,,"viale plinio,111",SAN GIUSEPPE VESUVIANO,80047,GLEIF
Peachy Puff International LLC,peachy puff international,US,9845007SBFC104C13J41,,,,,,,3635 Newport Bay Dr Windward,Alpharetta,30005,GLEIF
AMIT TRADING CO,amit trading,IN,984500DAC60C4AQJS963,,,,,,,"SHOP NO-22, OLD ANAJ MANDI BAZAR NO-3",FEROZEPUR CANTT,152001,GLEIF
SIGNATURE CIO ISLAMIC - INCOME FUND OPEN ENDED IC PLC,signature cio islamic - income fund open ended ic,AE,213800AK2N2KFXMEGL71,,,,,,,"UNIT PRECINCT 3-5TH FLOOR-UNIT 510 LEVEL 5, GATE DISTRICT PRECINCT BUILDING 03 Dubai International Financial Centre",DUBAI,506605,GLEIF
LIBERCO CARE PRIVATE LIMITED,liberco care private,IN,984500SB08TBDXD69146,,,,,,,"61, DR AMBEDKAR NAGAR, HUTMENTS, SADHU T L VASWANI MARG BACKBAY DEPOT, CU, FFE PARADE",Mumbai,400005,GLEIF
S S LOGISTICS,s s logistics,IN,335800C6UJD8ULQAVH50,,,,,,,"3RD FLOOR, TF-308,309, SAMANVAY SYMPHONY, WAGHODIA ROAD, VAIKUNTH 1, VAIKUNTH CROSSING,",VADODARA,390019,GLEIF
SAS SMGB,smgb,FR,969500FEAQX32E23JY06,,,,,,,15 RUE MADAME LAGARDE,VANNES,56000,GLEIF
UKRAS Foundation,ukras foundation,LI,875500M2XEAS8HZD3897,,,,,,,Stuffen Egg 1,Triesen,9495,GLEIF
AMRIT PROMOTERS,amrit promoters,IN,9845001C584F3F78C721,,,,,,,"151/17, Victory Colony, 6th Avenue Road, Anna Nagar East",Chennai,600102,GLEIF
FURNISTAA,furnistaa,IN,335800YXWHJT8WALKW37,,,,,,,"SHOP NO.4, KAILASH CORPORATE LOUNGE V S ROAD, VIKROLI WEST,",MUMBAI,400079,GLEIF
Nacionalinfor Servicos Unipessoal Lda,nacionalinfor servicos unipessoal lda,PT,8945007Q2TCAV4EW7E63,,,,,,,"Av. Adelino da Palma Carlos, 35, Armazém 8",Faro,8000-510,GLEIF
ShekelSafe B V,shekelsafe b v,NL,72450021R1IDWT11JI13,,,,,,,Van Haersolteweg 63,Apeldoorn,7323XS,GLEIF
SWAYBHU GOODS TRADING LLP,swaybhu goods trading llp,IN,6488984N1L2TO2PFK197,,,,,,,"Smruti Shilp Sambhaji, Nagar Haveli Loni Kalbhor Maharashtra",Pune,412201,GLEIF
PSG LM SEQUEL L P,psg lm sequel l p,US,98450052A0BC0136UE93,,,,,,,CORPORATION TRUST CENTER 1209 ORANGE ST,WILMINGTON,19801,GLEIF
HUNA INVESTMENTS PTY LTD,huna investments pty,AU,9845006007DB57D9D084,,,,,,,1 SPRING STREET,CHATSWOOD,2067,GLEIF
GAZEL ARCHITECTURES PRIVATE LIMITED,gazel architectures private,IN,8945006WD0D4NPQ6X691,,,,,,,"NO 36 SCHOOL STREET (VALLALAR STREET) (NEXT TO CORPORATION SCHOOL) EAST AYANAM, BAKKAM",CHENNAI,600095,GLEIF
SHIVENDRA RENEWABLE ENERGIES PRIVATE LIMITED,shivendra renewable energies private,IN,335800YSHKU3WWLHFJ61,,,,,,,C/O UMMEDA RAM SHIV VIHAR SARAN NAGAR JODHPUR,JODHPUR,342001,GLEIF
DOUBLE M HOLDING SRL,double m holding srl,IT,529900HRZ6A44RKGGH19,,,,,,,Corso Giuseppe Garibaldi 149,Forlì,47121,GLEIF
NIMIT JAIN,nimit jain,IN,64881F06702PARL4VI77,,,,,,,"GROUND FLOOR, T-2028, VILLAGE PILLANGI KOTLA MUBARAK PUR, Delhi",NEW DELHI,110003,GLEIF
BERLEBO SL,berlebo sl,ES,95980037P3EXQJ1BZW18,,,,,,,TELLERIA 21,Bergara,20570,GLEIF
BIJAY KUMAR DHANUKA,bijay kumar dhanuka,IN,64881776W2Y1G5VNTS35,,,,,,,"SHIVPUR, KUNAI MOHANIA ROAD, JAGDISHPUR, Bihar",Bhojpur,802158,GLEIF
VAMAN CIVIL CONSTRUCTIONS AND HOMES PRIVATE LIMITED,vaman civil constructions and homes private,IN,64888QI1UKT3XJ852044,,,,,,,"OLD NO. 19C, NEW NO. 455 B.B. ROAD RAJAJI NAGAR, Tamil Nadu",VIRUDHUNAGAR,626001,GLEIF
SHIV TRACTORS,shiv tractors,IN,9845008408VCC6C70E25,,,,,,,"KHET NO. 1954, PATTI MUSALMANAN, HAPUR ROAD MOH. NANDPURI, Siyana",Bulandshahr,203412,GLEIF
MAHAVIRA ELECTRICALS PVT LTD,mahavira electricals pvt,IN,984500YDE5BCB09B2A18,,,,,,,"PLOT NO 53, SMIE CHOWK, OPP. YMCA CHOWK, G.T. Road Faridabad, Faridabad",Ballabgarh,121006,GLEIF
JITENDRA SINGH,jitendra singh,IN,984500CF8E93E0WB8782,,,,,,,"PLOT NO.42-43, LATA NAGAR, GOKULPURA KALWAR ROAD, JHOTWARA",JAIPUR,302012,GLEIF
MANJRI HORSE BREEDERS FARM PRIVATE LIMITED,manjri horse breeders farm private,IN,6488A3UI7OT8X652M971,,,,,,,"SP Centre, 41/44, Minoo Desai Marg, Colaba Maharashtra",Mumbai,400005,GLEIF
OREO FINANCE,oreo finance,FR,969500XETJ94VUL9WS24,,,,,,,18 RUE ROBESPIERRE,BEAURAINS,62217,GLEIF
CP NEW CO LLC,cp new,US,254900Z5X5MWVC60A214,,,,,,,C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD SUITE 201,DOVER,19904,GLEIF
VINAY KUMAR,vinay kumar,IN,64882XB331E4EJ2PT627,,,,,,,"Office No.-2309, Plot No. C2, Supertech E Square Sector 96, Gautambuddha Nagar, Uttar Pradesh",Noida,201301,GLEIF
1610 Manheim Pike LLC,1610 manheim pike,US,254900UOTGPIVF15OX20,,,,,,,1600 Manheim Pike,Lancaster,17601,GLEIF
ShopHolds,shopholds,BE,984500A4E55E9EC85F24,,,,,,,Laie aux Daguets 9,Wavre,1300,GLEIF
LA RINGHIERA S R L - SOCIETA BENEFIT,la ringhiera s r l - societa benefit,IT,8156007EEA0D861A1A34,,,,,,,"VIA ALDO ROSSI, 4",MILANO,20149,GLEIF
AUDERE JERSEY LIMITED,audere jersey,JE,213800NRUUVBSBSWU238,,,,,,,26 NEW STREET,ST. HELIER,JE2 3RA,GLEIF
PARVATI FOOD PRODUCTS,parvati food products,IN,984500501B8AE7D7QD26,,,,,,,"Plot no.1, Shed no.1, Waco Radio compound Industrial area, near shreeram chowk, THANE",Ulhasnagar,421005,GLEIF
PRAKASH ASSOCIATES,prakash associates,IN,64884NA28Y2E35J0NR21,,,,,,,"Above Shop No. 38, Office No. 11, Kirkee Business Centre Khadki Bazzar, Maharashtra",Pune,411003,GLEIF
ATAHIGHWAY S R L,atahighway s r l,IT,529900VTP3R2ALI9Q615,,,,,,,VIA S. MICHELE 12,Marigliano,80034,GLEIF
FORMULA SPOKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,formula spoka z ograniczona odpowiedzialnoscia,PL,259400OMNZY6YZ5XZ919,,,,,,,Warszawa Stefana Czarnieckiego 72,Warszawa,01-541,GLEIF
ELIAS TENA SOCIEDAD LIMITADA,elias tena sociedad,ES,959800H0RQ31HSGE0461,,,,,,,PASAJE GRAU 1,Benicarló,12580,GLEIF
DALITA BERE GROUP INC,dalita bere group,PA,984500H0EA7WBBB7DD88,,,,,,,"5to Piso Edificio IGRA, C.Aquilino de la Guardia 8",Panama,0815,GLEIF
CABINET VILLARD ET WOINET,cabinet villard et woinet,FR,9695008EG73E5DMWU842,,,,,,,160 RUE DE L’INDUSTRIE,RENAGE,38140,GLEIF
THE DOROTHY HOLMES WILL TRUST,the dorothy holmes will trust,GB,2138002H4GWP67CPBD36,,,,,,,C/O MASON BAGGOTT AND GARTON SOLICITORS LIMITED 13/19 WELLS STREET,SCUNTHORPE,DN15 6HN,GLEIF
Hospizhilfe Grafschaft Bentheim e V - Initiative fur Lebensbeistand und Sterbebegleitung,hospizhilfe grafschaft bentheim e v - initiative fur lebensbeistand und sterbebegleitung,DE,529900X8M25MNA624669,,,,,,,Neuenhauser Straße 74,Nordhorn,48529,GLEIF
CHURIWALA ESTATES LLP,churiwala estates llp,IN,648897I9H0M0G50MSY07,,,,,,,"225C, AJC Bose Road, A.J.C. Bose Road West Bengal",Kolkata,700020,GLEIF
A Z G F GmbH,a z g f,AT,529900DE3WSTEERC7D12,,,,,,,Eßlinggasse 6A,Groß-Enzersdorf,2301,GLEIF
SOUTHERN MINERALS AND ABRASIVES,southern minerals and abrasives,IN,98450006D43B0HED1C20,,,,,,,"O.1/38, N.1/5, NA, MALLAMOOPAMPATTI, AYYAMPERUMAMPATTI",Salem,636302,GLEIF
AZUR PINEDE LIMITED,azur pinede,GB,984500673C66DD50EC02,,,,,,,14 Longcroft House Fretherne Road,Welwyn Garden City,AL8 6PZ,GLEIF
SunCore Innovation A S,suncore innovation a s,DK,2549004WBHTD0YOJ4388,,,,,,,"Papirfabrikken 52, 20. 3",Silkeborg,8600,GLEIF
FLOT Advisory Ltd,flot advisory,MT,98450044E640D0AB2887,,,,,,,LEVEL G (OFFICE 1/1526) QUANTUM HOUSE 75 TRIQ L- ABATE RIGORD,TA XBIEX,XBX 1120,GLEIF
THE WRIGHT FAMILY TRUST,the wright family trust,GB,6488JXC4Y5A1O2I63986,,,,,,,3 Shelford Close,Orsett,RM16 3HN,GLEIF
ARDIA S R L,ardia s r l,IT,8156006741A950660A97,,,,,,,"VIA ALCIDE DE GASPERI, 47",COSTABISSARA,36030,GLEIF
SPARC CYBERTECH PRIVATE LIMITED,sparc cybertech private,IN,6488IHHAL72317X7S156,,,,,,,"Trendz Metro, Plot No. 1/2, Sector-I, Huda Techno Enclave Madhapur, Serilingampally, Telangana",Hyderabad,500081,GLEIF
SHAILEE CONSTRUCTION,shailee construction,IN,8945009MLGOXXU96DM79,,,,,,,"FULWANTA NIWAS,, A-2,, ABHINAV COLONY,, WARDHA ROAD, PANCHDEEP NAGAR",Nagpur,440015,GLEIF
IL FARO QUALITY FISH S R L,il faro quality fish s r l,IT,8156009D1DE5056E4896,,,,,,,"VIA DON MASI, 22-24-26",MORCIANO DI ROMAGNA,47833,GLEIF
S ESPARTA SOCIEDAD LIMITADA,s esparta sociedad,ES,959800TPGYW7QL74D602,,,,,,,"Avenida Es Caló, bahía de San Antonio 70",Sant Antoni de Portmany,07830,GLEIF
PETALVELVET S R L,petalvelvet s r l,IT,9845009B0CCA9FED4881,,,,,,,VIA MULINO DEL GIOCO 16,CITTA' SANT'ANGELO,65013,GLEIF
INTIMORATO CORP LTD,intimorato,GB,2138001SKXTK26VCUS14,,,,,,,42 NEW BROAD STREET,LONDON,EC2M 1JD,GLEIF
5Qi GmbH,5qi,DE,529900S7K2V7KGFH1I58,,,,,,,Modersohnstraße 36,Berlin,10245,GLEIF
KANHAIYA POWER PRIVATE LIMITED,kanhaiya power private,IN,984500F4E6F4A718A809,,,,,,,"15-A, 3RD FLOOR, 36 STRAND ROAD",KOLKATA,700001,GLEIF
BJA Holding B V,bja holding b v,NL,724500M99C77A37S6703,,,,,,,Lindenstraat 40,Berg en Terblijt,6325PB,GLEIF
AGA TEA FACTORY,aga tea factory,IN,6488LOLLEC9732F98006,,,,,,,"PLOT NO. 2181, MOUZA BHOTAMARI PO MOLANI PS CHOPRA VILL GOABARI DHARAMGACH, West Bengal",Uttar Dinajpur,733207,GLEIF
Wolters Kluwer TAA TeamMate GmbH,wolters kluwer taa teammate,DE,98450083BPD5RC83BA16,,,,,,,Arnulfstraße 31,München,80636,GLEIF
Kortlever Food Processing Systems B V,kortlever food processing systems b v,NL,724500M642KYVQB3VS68,,,,,,,Middelkoop 60,Leerbroek,4245TV,GLEIF
IN TECH MEDICAL INC,in tech medical,US,254900MLWK031LUG0Q79,,,,,,,C/O ROMAN IBLED 1407 UNION AVE STE 1204,MEMPHIS,38104,GLEIF
ARKOLIA HOLDCO 5,arkolia holdco 5,FR,969500TK9CLHDARHVG81,,,,,,,16 RUE DES VERGERS ZONE D'ACTIVITES DU BOSC,MUDAISON,34130,GLEIF
ELEKTROTEKNOLOGSEKT CHALMERS STUDENTKAR,elektroteknologsekt chalmers studentkar,SE,6367002V2P8J5MVWP780,,,,,,,"C/O Cth, Elektroteknologsektionen",Göteborg,412 96,GLEIF
,,GR,9845007872C12AFA1842,,,,,,,ΠΕΡΑΜΟΥ 10 -12,ΑΘΗΝΑΙΩΝ,11522,GLEIF
ETERNAL EDIFICE,eternal edifice,IN,335800RTMSECCY34ST70,,,,,,,"FIRST, 1 ISBT BYEPASS ( HARIDWAR BYEPASS), NEAR MAHENDRA SHOW ROOM AJABPUR KALAN,",DEHRADUN,248121,GLEIF
IMEDIA PRZEMYSAW LADRA SPOKA KOMANDYTOWA,imedia przemysaw ladra spoka komandytowa,PL,259400R3LMC9NN19KB25,,,,,,,Pierzchno 67J,Pierzchno,42-130,GLEIF
PRABHAKARAN HARIMUTHURAM,prabhakaran harimuthuram,IN,6488Y4P3MR060WLN6011,,,,,,,"1/131C, SANKARALINGA NADAR STREET, DHALAVAIPURAM Tamil Nadu",Virudhunagar,626188,GLEIF
TUI&LA LTD,tui&la,GB,64882EX9R59DQ53Y3P92,,,,,,,8 Cambridge Road West,Farnborough,GU14 6RW,GLEIF
SAI SAMRUDHI ENTERPRISES,sai samrudhi enterprises,IN,6488HJN18F12KS072L50,,,,,,,"FLAT NO. 1202D WING, JK HERITAGE, GOHIVARE AREA MADHUBAN TOWNSHIP, PALGHAR, MAHARASHTRA",VASAI,401208,GLEIF
Familiengesellschaft Habelsberger,familiengesellschaft habelsberger,DE,98450060C008DF02B097,,,,,,,Luisenstraße 2B,Sulzfeld,75056,GLEIF
J Thomassen Holding ApS,j thomassen holding aps,DK,984500A8E8E08F982C09,,,,,,,Torslundevej 7,Svinninge,4520,GLEIF
HARIPRIYA FISH FEEDS,haripriya fish feeds,IN,335800HZ6KBYOLXHHC34,,,,,,,"J P ROAD, 7-214-5, ANDHRA BANK BUILDING GROUND FLOOR, BHIMAVARAM, WEST GODAVARI",BHIMAVARAM,534204,GLEIF
CLARIDGE GRANADA S L,claridge granada s l,ES,959800XWD69T6G397G27,,,,,,,Plaza Villamena 1,Granada,18001,GLEIF
JASIC TECHNOLOGY INDIA PRIVATE LIMITED,jasic technology india private,IN,894500AIBBT3G08B6272,,,,,,,"B-14, G/F, BLOCK B, KESHOPUR INDUSTRIAL AREA, VIKASPURI, South West Delhi",New Delhi,110018,GLEIF
SHUDH GARHWAL DAIRY PRODUCTS PRIVATE LIMITED,shudh garhwal dairy products private,IN,6488EMK9C93179L3CM23,,,,,,,"B-178, PHASE II NOIDA, Nepz Post Office Gautam Buddha Nagar, Uttar Pradesh",Noida,201305,GLEIF
Kaisiu 11 Investment LPF,kaisiu 11 investment lpf,HK,2549006LKUERU15SL509,,,,,,,"RM 2914C, 29/F HO KING COMM CTR 2-16 FA YUEN ST MONG KOK KOWLOON",HONG KONG,999077,GLEIF
Hus 21 Invest AB,hus 21 invest,SE,6488DB10BD96D7G8Q417,,,,,,,Gustaf Janssons väg 7,HALMSTAD,302 91,GLEIF
Reydan OU,reydan ou,EE,894500AARPWH5X283U27,,,,,,,Rukkilille tn 7-8,Kiili vald,75403,GLEIF
M s Tayo Engineering & Construction Company,m s tayo engineering & construction,IN,98450015BBH98000AF46,,,,,,,"E141, Rending Complex, Near Lagun Bridge, Barapani, PAPUM PARE",Naharlagun,791110,GLEIF
D B JADHAV APEX REALTY PRIVATE LIMITED,d b jadhav apex realty private,IN,6488SNFH4Q97W3H40683,,,,,,,"OFFICE NO. 302, 303 3RD FLOOR MIDTOWN EBASSY GANDHARI KALYAN, Kalyan, Maharashtra",Thane,421301,GLEIF
ITC-Dalaco Holding B V,itc-dalaco holding b v,NL,7245002STFIF62HOFF55,,,,,,,Kanaaldijk N.W. 85,Helmond,5707LC,GLEIF
SAHYADRI AGROW,sahyadri agrow,IN,335800XFJSD3JQRU1R13,,,,,,,"GROUND FLOOR, AT AKHARWAI AKHARWAI, POST HARANGUL KHURD, TQ LATUR",LATUR,413512,GLEIF
LMDP,lmdp,FR,969500PF747MHS64EL40,,,,,,,39 BOULEVARD ROUGET DE LISLE,MONTREUIL,93100,GLEIF
LC Projects,lc projects,BE,6488JZOPP61R38620L79,,,,,,,Baron Ruzettelaan 294A,Brugge,8310,GLEIF
MENENDEZ PIDAL CONSULTORES SL,menendez pidal consultores sl,ES,9598007MK9XNHYH5LT21,,,,,,,Comunidad Canaria 4,Boadilla del Monte,28660,GLEIF
PRAKASH SOLAR POWER PLANT LLP,prakash solar power plant llp,IN,335800HKFE9QHUFTSW73,,,,,,,PLOT NO 34 RAMAJI PARK NEAR ANAND HOTEL RAJPUR,DEESA,385535,GLEIF
HVS LXIII LLC,hvs lxiii,US,2549000ZF8J106A4QW69,,,,,,,C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,19808,GLEIF
Noo Care B V,noo care b v,NL,724500GNWE7LGFVWOR81,,,,,,,Larenseweg 61,Holten,7451EM,GLEIF
EA2015 - SOCIETA A RESPONSABILITA LIMITATA,ea2015 - societa a responsabilita limitata,IT,815600CB2594D1336B76,,,,,,,"VIA ALESSANDRO SERPIERI, 13",ROMA,00197,GLEIF
,,JP,254900GBXHY8R0JKD932,,,,,,,竪町1-5-1,北九州市小倉北区,803-0818,GLEIF
GD EDITING LIMITED,gd editing,GB,9845009C4E4DK54BCB83,,,,,,,42 Westcoombe Avenue,London,SW20 0RQ,GLEIF
RIVERNORTH LONG PRIME UNICORN FUND 2027 INC,rivernorth long prime unicorn fund 2027,US,254900H642MF9EN76H22,,,,,,,C/O PARACORP INCORPORATED 245 WEST CHASE STREET,BALTIMORE,21201,GLEIF
GREENBIRD TOURS & TRAVELS,greenbird tours & travels,IN,6488SJ40UJ6Q74D83D04,,,,,,,"62/3277, CARRIER STATION ROAD, Kochi Kerala",Ernakulam,682016,GLEIF
YW Holding GmbH,yw holding,AT,8945008UKMR7R875AI73,,,,,,,Franzosengraben 3,Wien,1030,GLEIF
CHATHO FOR YOU,chatho for you,FR,9695009G13Y0HBHSS860,,,,,,,31 RUE DES EPARGES,HOUILLES,78800,GLEIF
MASSARI HOLDING SRL,massari holding srl,IT,81560033D872E03C7C42,,,,,,,"VIA GEMINIOLA, 7",CORREGGIO,42015,GLEIF
KENNY WAX LIMITED,kenny wax,GB,213800WS84ZGZCQI2H91,,,,,,,8TH FLOOR IMPERIAL HOUSE 8 KEAN STREET,LONDON,WC2B 4AS,GLEIF
FIRECRACKER 6 INDUSTRIAL OWNER LLC,firecracker 6 industrial owner,US,2549004Q09QZSF8G7652,,,,,,,C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST,WILMINGTON,19801,GLEIF
VISIONLUX LIMITED,visionlux,IE,254900N8QQVF3U8OIP50,,,,,,,The Black Church St. Mary's Place Dublin 7,Dublin,D07 P4AX,GLEIF
SAYARI LABS INC,sayari labs,US,984500E85AQFA4F0AD49,,,,,,,850 NEW BURTON ROAD SUITE 201,DOVER,19904,GLEIF
Converator Oy,converator,FI,8945009IFSV7PCCFPM67,,,,,,,Ahotie 14,Espoo,02940,GLEIF
NARCL TRUST - 0029,narcl trust - 0029,IN,98450064DT7F8E05F189,,,,,,,"Unit No.1, 8th Floor, Birla Centurion, Wing B Plot No.794, Pandurang Bhudhar Marg, Worli, Century Mill",Mumbai,400030,GLEIF
APF1 ARDEN OWNER LLC,apf1 arden owner,US,2549007R5K3BDW909A79,,,,,,,C/O Paracorp Incorporated 176 Mine Lake Ct # 100,Raleigh,27615,GLEIF
BEST DECISION PTY LTD,best decision pty,AU,984500BC2EED5895CF49,,,,,,,37 KIRKTON STREET,WANNIASSA,2903,GLEIF
,,GR,213800KZYTG1CFPTKF93,,,,,,,KYPRION AGONISTON 33,PIRAEUS,18541,GLEIF
JM FINANCIAL INDIA REAL ESTATE FUND - I,jm financial india real estate fund - i,IN,335800MZ6N1AQZPPV407,,,,,,,"7TH FLOOR, CNERGY, APPASAHEB MARATHE MARG PRABHADEVI",MUMBAI,400025,GLEIF
DENWUD EXIM INDIA LLP,denwud exim india llp,IN,335800T6MRJCR14RFM39,,,,,,,THOMBRA RAYAMANGALAM PULLUVAZHI,ERNAKULAM,683541,GLEIF
ALLURI SRI HARSHA VARMA,alluri sri harsha varma,IN,6488K63GH91QJ8E6Q717,,,,,,,"Plot No. 285, Road Number 25, Shaikpet, Jubilee Hills Telangana",Hyderabad,500045,GLEIF
CHILKA STEEL CORPORATION,chilka steel,IN,335800ZAWBKHNNDQRC15,,,,,,,"B 53, SHASTRI CIRCLE, SHASTRI NAGAR",JODHPUR,342003,GLEIF
REX-OSPREY TM BNB STAKING ETF,rex-osprey tm bnb staking etf,US,254900MBAWEQ7WFH6Z98,,,,,,,"C/O CAPITOL SERVICES, INC. 108 LAKELAND AVE.",DOVER,19901,GLEIF
OSR CEMENT PRIVATE LIMITED,osr cement private,IN,8945009SLN3VU44GWA96,,,,,,,"Plot No.A-27, Tadali MIDC, Yerur, Ghugus",Chandrapur,442505,GLEIF
RADHIKA COLLECTION PRIVATE LIMITED,radhika collection private,IN,984500C6F5D61D078610,,,,,,,"4337/38, BHARAIO WALI GALI, JOGIWADA NAI SARAK",DELHI,110006,GLEIF
GIEFFE S R L,gieffe s r l,IT,815600A00ED95EA18673,,,,,,,"VIA CAVALLOTTI, 140",SASSUOLO,41049,GLEIF
RAINBOW INDUSTRIES INDIA PRIVATE LIMITED,rainbow industries india private,IN,984500PDAD2F66B54897,,,,,,,"F 24/5, GROUND FLOOR OKHLA INDUSTRIAL AREA, PHASE II",NEW DELHI,110020,GLEIF
SRI SAI LAND BUILDERS AND DEVELOPERS LLP,sri sai land builders and developers llp,IN,894500CM2HYTIUKX3E91,,,,,,,BOOTH NO. 274 PHASE 7,MOHALI,160059,GLEIF
Ponteva Works Oy,ponteva works,FI,7437009XG8WVWQKHWB76,,,,,,,Kärrynpyöräntie 2 H 23 02940 ESPOO,ESPOO,FI-02940,GLEIF
Jiya Construction,jiya construction,IN,6488FM1C6KE3T1910F02,,,,,,,"A-40, 101, Kings Landing Apartment, Tilak Nagar Rajasthan",Jaipur,302004,GLEIF
SHARWAN KUMAR GOENKA,sharwan kumar goenka,IN,894500A92QV154FJWQ83,,,,,,,"C/O-JAGDEV KUMAR URF JAGDEV MAHTO, AGAMKUAN CHHOTI PAHARI ROAD, LAXMI NAGAR,AGAMKUAN",PATNA,800007,GLEIF
The Trustee for XW Family Trust,the trustee for xw family trust,AU,984500050Q7NE091VO47,,,,,,,PO BOX 2096,KELVIN GROVE,4059,GLEIF
NITSCHKE CAPITAL AS,nitschke capital,NO,6488Z3P4WD3F3WY25855,,,,,,,Dues vei 38,STAVANGER,4023,GLEIF
Benefit Street Partners CLO 43 Ltd,benefit street partners clo 43,KY,254900TPMKEES6UQHQ33,,,,,,,C/O MaplesFS Limited PO Box 1093 Queensgate House Grand Cayman,George Town,KY1-1102,GLEIF
QUIET NEIGHBORS LLC,quiet neighbors,US,2549001KWDVKAGYMAZ27,,,,,,,C/O JENNIFER WILLIAMSON 2727 WEST 7TH STREET SUITE 224,FORT WORTH,76107,GLEIF
SHUKOOR ABDUL RASHEED FAMILY TRUST,shukoor abdul rasheed family trust,IN,9845004A67E92B690T79,,,,,,,"NO.56/1, 56/5,, BOWRING HOSPITAL ROAD SHIVAJINAGAR",Bengaluru,560001,GLEIF
WEMAX CONSULTING SERVICES SL,wemax consulting services sl,ES,8945008EPP75057KWA91,,,,,,,"Calle Prat de la Riba, 21",BARCELONA,08232,GLEIF
MENN B V,menn b v,NL,724500RKIFD7I0A2S113,,,,,,,Regenboog 13,Landsmeer,1121DM,GLEIF
FIENA AS,fiena,NO,636700J66XACP50KNC02,,,,,,,Lucievegen 2,Skatval,7510,GLEIF
MGV INVEST AS,mgv invest,NO,6488V6935HWXFD8C0867,,,,,,,Kanalveien 15,LILLESTRØM,2004,GLEIF
SILVA FUNDACJA RODZINNA W ORGANIZACJI,silva fundacja rodzinna w organizacji,PL,2549000TN5ELG2HAOJ96,,,,,,,Salezjańska 17,Kraków,30-374,GLEIF
Shean s r o,shean s r o,CZ,9845008673D5AF89F834,,,,,,,Bezručova 2297/2,Blansko,678 01,GLEIF
ALMADEN AFFORDABLE HOUSING L P,almaden affordable housing l p,US,2549000LPIB8TK9A0G30,,,,,,,C/O DANIEL SAWISLAK 2220 OXFORD STREET,BERKELEY,94704,GLEIF
KRUSHNA PRASAD PADHI,krushna prasad padhi,IN,984500LFF51RD4006875,,,,,,,"Plot No-A/19, Nilakantha Nagar, Nayapalli, Khordha",Bhubaneswar,751012,GLEIF
MOSARAM TELECOM PRIVATE LIMITED,mosaram telecom private,IN,335800KGDVNTMWWC7G02,,,,,,,"D 58/33-B-1, 1ST FLOOR SIGRA, VARANASI",VARANASI,221010,GLEIF
GRUPO FRESCATI LUMBERMAN S L,grupo frescati lumberman s l,ES,959800THJAV9L8WXL517,,,,,,,ESPOZ Y MINA 33,Zaragoza,50003,GLEIF
NORTHPARK MEZZ B LLC,northpark mezz b,US,254900HFSFS9V5J7S592,,,,,,,C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST,WILMINGTON,19801,GLEIF
Old Grove LLC,old grove,US,254900N9QN9EHJ87IC53,,,,,,,"C/O GKL REGISTERED AGENTS OF DE, INC. 9 EAST LOOCKERMAN STREET SUITE 311",DOVER,19901,GLEIF
20 EAST TRINITY POINTE HOLDINGS L P,20 east trinity pointe holdings l p,US,254900YVHNZQWTNO5088,,,,,,,C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST,WILMINGTON,19801,GLEIF
STARK HOLDING,stark holding,FR,9695008GICYW55E5FK67,,,,,,,27 RUE PAUL MONTROCHET,LYON,69002,GLEIF
